"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"461",11205,1132,1,1,"f",4,41,"Japanese (except Nissan) or Korean","Regular","R24",214,7.03174125876313,5.36597601502185,2,"DEF"
"464",11332,1729,1,0.41,"j",1,40,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",421,7.45529848568329,6.04263283368238,2,"other"
"465",11344,1096,1,0.45,"e",7,41,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",4116,6.99942246750796,8.32263709695394,2,"DEF"
"466",11347,1400,1,0.74,"f",6,26,"Renault, Nissan or Citroen","Diesel","R24",4116,7.24422751560335,8.32263709695394,3,"DEF"
"467",11352,1125,1,0.54,"f",13,21,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",358,7.02553831463852,5.8805329864007,4,"DEF"
"468",11382,1240,2,1,"f",7,48,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",4116,7.12286665859908,8.32263709695394,2,"DEF"
"469",11384,2126,1,0.3,"f",5,32,"other","Diesel","R24",754,7.66199755890189,6.62539236800796,2,"DEF"
"470",11390,1755,1,0.08,"e",6,41,"Renault, Nissan or Citroen","Regular","R24",4116,7.47022413589997,8.32263709695394,2,"DEF"
"471",11397,1214,1,0.16,"e",5,26,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1109,7.10167597161944,7.01121398735037,3,"DEF"
"472",11417,1110,1,1,"g",13,30,"Renault, Nissan or Citroen","Regular","R24",1109,7.01211529430638,7.01121398735037,2,"GH"
"473",11430,1149,1,1,"d",8,38,"Renault, Nissan or Citroen","Regular","R24",4116,7.04664727784876,8.32263709695394,2,"DEF"
"474",11434,547,1,0.91,"e",12,49,"Renault, Nissan or Citroen","Regular","R24",632,6.30444880242198,6.44888939414686,2,"DEF"
"475",11479,1104,1,0.47,"g",11,28,"Renault, Nissan or Citroen","Regular","R24",4116,7.00669522683704,8.32263709695394,3,"GH"
"476",11490,1130,1,1,"e",12,33,"Renault, Nissan or Citroen","Diesel","R24",370,7.02997291170639,5.91350300563827,2,"DEF"
"478",11532,3507,1,0.54,"e",7,61,"Renault, Nissan or Citroen","Regular","R24",4116,8.16251625014018,8.32263709695394,1,"DEF"
"479",11541,61,1,0.29,"g",12,46,"Renault, Nissan or Citroen","Regular","R24",1600,4.11087386417331,7.37775890822787,2,"GH"
"480",11551,182,1,0.19,"g",10,47,"Renault, Nissan or Citroen","Diesel","R24",1109,5.2040066870768,7.01121398735037,2,"GH"
"481",11555,1130,1,0.75,"g",2,36,"Opel, General Motors or Ford","Diesel","R24",168,7.02997291170639,5.12396397940326,2,"GH"
"482",11594,1100,1,0.2,"f",14,43,"Renault, Nissan or Citroen","Diesel","R24",4116,7.00306545878646,8.32263709695394,2,"DEF"
"483",11607,1471,1,0.83,"g",11,54,"Renault, Nissan or Citroen","Diesel","R24",4116,7.29369772060144,8.32263709695394,1,"GH"
"484",11682,1101,1,0.5,"d",1,22,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,7.00397413672268,8.32263709695394,4,"DEF"
"485",11683,1547,1,0.09,"d",1,22,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,7.34407285057307,8.32263709695394,4,"DEF"
"486",11720,1143,1,1,"i",3,56,"Renault, Nissan or Citroen","Diesel","R24",421,7.04141166379481,6.04263283368238,1,"other"
"487",11726,1085,1,1,"j",8,37,"Renault, Nissan or Citroen","Diesel","R24",286,6.98933526597456,5.65599181081985,2,"other"
"488",11736,1007,1,0.93,"g",12,42,"Opel, General Motors or Ford","Regular","R24",754,6.91473089271856,6.62539236800796,2,"GH"
"489",11743,1116,1,0.5,"g",1,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",821,7.01750614294126,6.71052310945243,2,"GH"
"491",11758,36,1,1,"g",10,34,"Renault, Nissan or Citroen","Regular","R24",421,3.58351893845611,6.04263283368238,2,"GH"
"492",11776,1134,1,0.83,"f",2,28,"Renault, Nissan or Citroen","Diesel","R24",1332,7.0335064842877,7.19443685110033,3,"DEF"
"494",11790,5730,2,1,"g",1,56,"Mercedes, Chrysler or BMW","Diesel","R24",307,8.65347080970879,5.7268477475872,1,"GH"
"495",11799,1109,1,0.61,"i",24,24,"other","Diesel","R24",26,7.01121398735037,3.25809653802148,4,"other"
"496",11805,1108,1,1,"g",7,69,"Renault, Nissan or Citroen","Diesel","R24",168,7.01031186730723,5.12396397940326,1,"GH"
"497",11809,1182,1,0.58,"d",11,36,"Opel, General Motors or Ford","Regular","R24",168,7.07496319796604,5.12396397940326,2,"DEF"
"498",11810,835,1,1,"d",3,49,"Renault, Nissan or Citroen","Regular","R24",10,6.72743172485086,2.30258509299405,2,"DEF"
"499",11824,87,1,0.96,"g",11,32,"Renault, Nissan or Citroen","Regular","R24",4116,4.46590811865458,8.32263709695394,2,"GH"
"500",11836,1122,1,1,"e",5,45,"Renault, Nissan or Citroen","Diesel","R24",44,7.02286808608264,3.78418963391826,2,"DEF"
"501",11839,1127,1,0.24,"h",0,38,"Renault, Nissan or Citroen","Diesel","R24",22,7.02731451403978,3.09104245335832,2,"GH"
"502",11840,2618,1,0.21,"h",0,38,"Renault, Nissan or Citroen","Diesel","R24",22,7.87016594646984,3.09104245335832,2,"GH"
"508",12037,434,1,0.53,"g",9,30,"Renault, Nissan or Citroen","Diesel","R24",64,6.07304453410041,4.15888308335967,2,"GH"
"509",12044,1884,1,0.12,"g",9,60,"Renault, Nissan or Citroen","Regular","R24",1600,7.54115245513631,7.37775890822787,1,"GH"
"510",12092,93,1,0.41,"l",11,53,"Renault, Nissan or Citroen","Regular","R24",163,4.53259949315326,5.09375020080676,1,"other"
"511",12097,2283,1,0.58,"e",15,31,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",282,7.7332456465298,5.64190707093811,2,"DEF"
"512",12126,170,1,1,"e",12,33,"Renault, Nissan or Citroen","Diesel","R24",73,5.13579843705026,4.29045944114839,2,"DEF"
"513",12129,252,1,0.78,"g",10,26,"Opel, General Motors or Ford","Regular","R24",3866,5.52942908751142,8.25997565976828,3,"GH"
"514",12160,1077,1,0.9,"d",14,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",3866,6.98193467715639,8.25997565976828,2,"DEF"
"516",12196,85,1,0.46,"g",8,26,"Volkswagen, Audi, Skoda or Seat","Regular","R24",1127,4.44265125649032,7.02731451403978,3,"GH"
"517",12252,1137,1,1,"d",17,42,"Renault, Nissan or Citroen","Regular","R24",48,7.03614849375054,3.87120101090789,2,"DEF"
"518",12302,447,1,1,"d",4,53,"Fiat","Regular","R24",511,6.10255859461357,6.2363695902037,1,"DEF"
"519",12344,408,1,0.35,"f",11,24,"Renault, Nissan or Citroen","Diesel","R24",149,6.01126717440416,5.00394630594546,4,"DEF"
"520",12363,1482,1,0.09,"i",9,23,"Volkswagen, Audi, Skoda or Seat","Regular","R24",16,7.30114780585603,2.77258872223978,4,"other"
"521",12365,418,1,0.35,"i",9,23,"Volkswagen, Audi, Skoda or Seat","Regular","R24",16,6.03548143252476,2.77258872223978,4,"other"
"522",12389,1065,1,1,"f",3,26,"Renault, Nissan or Citroen","Diesel","R24",3866,6.97073007814353,8.25997565976828,3,"DEF"
"523",12392,1130,1,1,"d",3,71,"Renault, Nissan or Citroen","Regular","R24",163,7.02997291170639,5.09375020080676,1,"DEF"
"524",12428,525,1,1,"d",12,52,"Renault, Nissan or Citroen","Regular","R24",196,6.26339826259162,5.27811465923052,1,"DEF"
"525",12436,2469,1,0.89,"g",10,44,"Renault, Nissan or Citroen","Diesel","R24",23,7.81156848934518,3.13549421592915,2,"GH"
"526",12462,1169,1,1,"f",14,39,"Renault, Nissan or Citroen","Regular","R24",48,7.06390396147207,3.87120101090789,2,"DEF"
"527",12509,1149,1,0.74,"h",15,28,"Renault, Nissan or Citroen","Diesel","R24",74,7.04664727784876,4.30406509320417,3,"GH"
"528",12565,8250,1,1,"e",1,48,"Opel, General Motors or Ford","Regular","R24",135,9.01796847932873,4.90527477843843,2,"DEF"
"529",12566,1099,1,0.87,"d",12,21,"Renault, Nissan or Citroen","Diesel","R24",59,7.00215595440362,4.07753744390572,4,"DEF"
"530",12581,2058,1,0.24,"h",10,23,"Opel, General Motors or Ford","Regular","R24",1052,7.62948991639399,6.95844839329766,4,"GH"
"532",12605,78,1,0.29,"h",11,27,"Opel, General Motors or Ford","Regular","R24",1064,4.35670882668959,6.96979066990159,3,"GH"
"533",12610,1153,1,1,"f",11,40,"Renault, Nissan or Citroen","Regular","R24",286,7.05012252026906,5.65599181081985,2,"DEF"
"534",12619,1104,1,1,"e",1,22,"Opel, General Motors or Ford","Diesel","R24",493,7.00669522683704,6.20050917404269,4,"DEF"
"535",12625,80,1,0.05,"g",14,52,"Renault, Nissan or Citroen","Regular","R24",1064,4.38202663467388,6.96979066990159,1,"GH"
"536",12687,467,1,0.62,"f",9,19,"Renault, Nissan or Citroen","Diesel","R24",3368,6.1463292576689,8.12207437536222,4,"DEF"
"537",12693,357,1,0.04,"d",11,39,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",32,5.87773578177964,3.46573590279973,2,"DEF"
"538",12695,1126,1,0.59,"f",3,39,"Renault, Nissan or Citroen","Diesel","R24",32,7.02642680869964,3.46573590279973,2,"DEF"
"539",12696,1459,1,0.32,"g",29,52,"Renault, Nissan or Citroen","Regular","R24",73,7.28550654852279,4.29045944114839,1,"GH"
"541",12711,6088,1,0.93,"d",1,31,"Opel, General Motors or Ford","Diesel","R24",146,8.71407489954152,4.98360662170834,2,"DEF"
"543",12746,1107,1,0.78,"g",1,39,"Renault, Nissan or Citroen","Diesel","R24",32,7.00940893270864,3.46573590279973,2,"GH"
"544",12782,1110,1,1,"d",9,52,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",45,7.01211529430638,3.80666248977032,1,"DEF"
"545",12795,84,1,1,"e",10,19,"Renault, Nissan or Citroen","Regular","R24",286,4.43081679884331,5.65599181081985,4,"DEF"
"546",12813,1097,1,0.71,"d",11,21,"Renault, Nissan or Citroen","Diesel","R24",493,7.00033446027523,6.20050917404269,4,"DEF"
"547",12823,270,1,0.23,"g",12,25,"Renault, Nissan or Citroen","Regular","R24",3368,5.59842195899838,8.12207437536222,4,"GH"
"549",12872,799,1,0.22,"f",6,27,"Renault, Nissan or Citroen","Diesel","R24",25,6.68336094576627,3.2188758248682,3,"DEF"
"551",12912,1150,1,1,"d",17,49,"Renault, Nissan or Citroen","Regular","R24",38,7.0475172213573,3.63758615972639,2,"DEF"
"624",13968,1092,1,1,"d",10,24,"Renault, Nissan or Citroen","Regular","R24",1054,6.99576615630485,6.96034772910131,4,"DEF"
"625",14010,982,1,0.8,"g",13,52,"Renault, Nissan or Citroen","Regular","R24",96,6.88959130835447,4.56434819146784,1,"GH"
"626",14022,3193,1,1,"f",2,36,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",3,8.06871619271478,1.09861228866811,2,"DEF"
"627",14025,15,1,1,"e",17,41,"Renault, Nissan or Citroen","Regular","R24",399,2.70805020110221,5.98896141688986,2,"DEF"
"628",14029,1064,1,0.83,"f",5,49,"Volkswagen, Audi, Skoda or Seat","Regular","R24",48,6.96979066990159,3.87120101090789,2,"DEF"
"629",14034,193,1,1,"d",1,54,"Renault, Nissan or Citroen","Regular","R24",8,5.26269018890489,2.07944154167984,1,"DEF"
"630",14037,64,1,0.18,"f",4,36,"Opel, General Motors or Ford","Diesel","R24",3866,4.15888308335967,8.25997565976828,2,"DEF"
"631",14066,1269,1,1,"d",7,64,"Opel, General Motors or Ford","Regular","R24",399,7.14598446771439,5.98896141688986,1,"DEF"
"632",14070,1020,1,0.26,"f",14,48,"Volkswagen, Audi, Skoda or Seat","Regular","R24",111,6.92755790627832,4.70953020131233,2,"DEF"
"633",14116,319,1,0.59,"j",5,25,"Renault, Nissan or Citroen","Regular","R24",22,5.76519110278484,3.09104245335832,4,"other"
"634",14159,841,1,1,"f",4,36,"Renault, Nissan or Citroen","Diesel","R24",949,6.73459165997295,6.85540879860993,2,"DEF"
"635",14194,1175,1,0.9,"e",4,23,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",18,7.06902342657826,2.89037175789616,4,"DEF"
"636",14222,487,1,0.65,"f",6,34,"Renault, Nissan or Citroen","Diesel","R24",1314,6.18826412308259,7.18083119904456,2,"DEF"
"637",14224,862,1,1,"h",8,49,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1314,6.75925527066369,7.18083119904456,2,"GH"
"638",14250,1090,1,1,"f",12,67,"Renault, Nissan or Citroen","Diesel","R24",1314,6.99393297522319,7.18083119904456,1,"DEF"
"639",14261,664,1,0.98,"f",6,62,"Renault, Nissan or Citroen","Diesel","R24",1314,6.49828214947643,7.18083119904456,1,"DEF"
"640",14262,2123,1,0.23,"d",18,29,"Renault, Nissan or Citroen","Regular","R24",1314,7.66058546170326,7.18083119904456,3,"DEF"
"642",14287,1094,1,0.87,"e",4,19,"Renault, Nissan or Citroen","Regular","R24",1314,6.99759598298193,7.18083119904456,4,"DEF"
"643",14290,1166,1,0.26,"i",9,26,"Renault, Nissan or Citroen","Regular","R24",949,7.06133436691044,6.85540879860993,3,"other"
"644",14295,1134,1,1,"i",9,46,"Renault, Nissan or Citroen","Regular","R24",514,7.0335064842877,6.24222326545517,2,"other"
"645",14304,3875,1,1,"f",6,50,"Renault, Nissan or Citroen","Diesel","R24",949,8.26230094178745,6.85540879860993,1,"DEF"
"646",14308,2930,1,1,"f",2,51,"Renault, Nissan or Citroen","Diesel","R24",949,7.98275770201111,6.85540879860993,1,"DEF"
"647",14310,586,1,0.75,"j",17,49,"Renault, Nissan or Citroen","Diesel","R24",1314,6.37331978957701,7.18083119904456,2,"other"
"648",14320,1084,1,0.94,"f",9,23,"Renault, Nissan or Citroen","Diesel","R24",949,6.98841318199959,6.85540879860993,4,"DEF"
"649",14326,3544,1,0.16,"e",3,62,"Renault, Nissan or Citroen","Diesel","R24",1314,8.17301131172497,7.18083119904456,1,"DEF"
"650",14335,725,1,1,"f",7,57,"Renault, Nissan or Citroen","Diesel","R24",949,6.58617165485467,6.85540879860993,1,"DEF"
"653",14387,470,1,0.64,"e",9,43,"Opel, General Motors or Ford","Diesel","R24",1314,6.1527326947041,7.18083119904456,2,"DEF"
"654",14388,1163,1,0.21,"d",11,50,"Renault, Nissan or Citroen","Diesel","R24",1314,7.05875815251866,7.18083119904456,1,"DEF"
"655",14402,1196,1,0.44,"f",2,27,"Renault, Nissan or Citroen","Diesel","R24",949,7.08673793451058,6.85540879860993,3,"DEF"
"656",14405,1113,1,0.49,"i",3,30,"Renault, Nissan or Citroen","Regular","R24",1314,7.01481435127554,7.18083119904456,2,"other"
"658",14431,1132,1,0.27,"f",1,63,"other","Regular","R24",949,7.03174125876313,6.85540879860993,1,"DEF"
"659",14432,269,1,0.24,"i",8,50,"other","Regular","R24",1314,5.59471137960184,7.18083119904456,1,"other"
"660",14467,431,1,1,"g",8,34,"Renault, Nissan or Citroen","Diesel","R24",23,6.06610809010375,3.13549421592915,2,"GH"
"662",14522,96906,1,1,"e",4,75,"Opel, General Motors or Ford","Regular","R24",335,11.4814967154666,5.81413053182507,1,"DEF"
"663",14531,1220,1,0.41,"f",8,54,"Renault, Nissan or Citroen","Regular","R24",15,7.1066061377273,2.70805020110221,1,"DEF"
"666",14542,1161,1,1,"g",4,55,"Mercedes, Chrysler or BMW","Diesel","R24",9,7.05703698169789,2.19722457733622,1,"GH"
"668",14641,1125,1,0.32,"e",10,60,"Opel, General Motors or Ford","Diesel","R24",741,7.02553831463852,6.60800062529609,1,"DEF"
"669",14643,1086,1,1,"j",11,47,"Renault, Nissan or Citroen","Diesel","R24",741,6.99025650049388,6.60800062529609,2,"other"
"670",14687,1261,1,1,"g",7,49,"Opel, General Motors or Ford","Regular","R24",741,7.13966033596492,6.60800062529609,2,"GH"
"671",14701,452,1,0.09,"f",13,24,"Opel, General Motors or Ford","Regular","R24",741,6.11368217983223,6.60800062529609,4,"DEF"
"672",14790,2281,1,0.57,"f",13,20,"Renault, Nissan or Citroen","Diesel","R24",56,7.73236922228439,4.02535169073515,4,"DEF"
"673",14796,1201,1,0.18,"h",12,33,"Renault, Nissan or Citroen","Diesel","R24",741,7.09090982207998,6.60800062529609,2,"GH"
"674",14801,1100,1,1,"g",18,23,"Renault, Nissan or Citroen","Regular","R24",741,7.00306545878646,6.60800062529609,4,"GH"
"675",14806,1090,1,0.3,"g",10,46,"Volkswagen, Audi, Skoda or Seat","Regular","R24",270,6.99393297522319,5.59842195899838,2,"GH"
"676",14819,148,1,1,"d",10,40,"Renault, Nissan or Citroen","Regular","R24",31,4.99721227376411,3.43398720448515,2,"DEF"
"681",14927,1072,1,0.5,"g",12,43,"Renault, Nissan or Citroen","Regular","R24",1054,6.97728134163075,6.96034772910131,2,"GH"
"683",14954,1163,1,1,"f",13,47,"Renault, Nissan or Citroen","Diesel","R24",20,7.05875815251866,2.99573227355399,2,"DEF"
"684",14961,32,1,0.5,"f",13,49,"Renault, Nissan or Citroen","Diesel","R24",376,3.46573590279973,5.92958914338989,2,"DEF"
"685",14994,6431,1,0.57,"e",3,51,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",111,8.76888532613486,4.70953020131233,1,"DEF"
"686",15015,1111,1,0.4,"d",9,43,"Renault, Nissan or Citroen","Diesel","R24",76,7.01301578963963,4.33073334028633,2,"DEF"
"687",15042,1173,1,1,"j",2,79,"Fiat","Regular","R24",71,7.06731984865348,4.26267987704132,1,"other"
"688",15063,1174,1,0.75,"g",7,29,"Fiat","Diesel","R24",43,7.06817200038804,3.76120011569356,3,"GH"
"689",15067,2233,1,0.25,"g",17,63,"Opel, General Motors or Ford","Regular","R24",1054,7.71110125184016,6.96034772910131,1,"GH"
"690",15073,103,1,0.22,"i",6,22,"Renault, Nissan or Citroen","Regular","R24",1054,4.63472898822964,6.96034772910131,4,"other"
"691",15079,1109,1,0.13,"e",22,20,"Fiat","Regular","R24",40,7.01121398735037,3.68887945411394,4,"DEF"
"692",15085,1116,1,0.3,"e",26,34,"Renault, Nissan or Citroen","Regular","R24",128,7.01750614294126,4.85203026391962,2,"DEF"
"693",15086,1157,1,0.16,"d",12,34,"Renault, Nissan or Citroen","Regular","R24",128,7.05358572719368,4.85203026391962,2,"DEF"
"694",15087,2082,1,0.27,"d",12,34,"Renault, Nissan or Citroen","Regular","R24",128,7.64108424917491,4.85203026391962,2,"DEF"
"695",15103,1089,1,1,"e",4,55,"Renault, Nissan or Citroen","Regular","R24",376,6.99301512293296,5.92958914338989,1,"DEF"
"696",15135,1125,1,1,"e",16,70,"Renault, Nissan or Citroen","Regular","R24",25,7.02553831463852,3.2188758248682,1,"DEF"
"697",15147,1128,1,0.32,"f",3,23,"Renault, Nissan or Citroen","Diesel","R24",50,7.028201432058,3.91202300542815,4,"DEF"
"698",15154,807,1,1,"l",8,54,"Mercedes, Chrysler or BMW","Diesel","R24",19,6.69332366826995,2.94443897916644,1,"other"
"699",15163,1144,1,1,"f",2,63,"Renault, Nissan or Citroen","Diesel","R24",15,7.04228617193974,2.70805020110221,1,"DEF"
"700",15261,1067,1,0.33,"e",5,26,"Renault, Nissan or Citroen","Regular","R24",82,6.97260625130175,4.40671924726425,3,"DEF"
"701",15271,1158,1,0.5,"h",10,99,"Renault, Nissan or Citroen","Diesel","R24",27,7.05444965813294,3.29583686600433,1,"GH"
"702",15314,95,1,1,"f",8,30,"Opel, General Motors or Ford","Regular","R24",26,4.55387689160054,3.25809653802148,2,"DEF"
"703",15380,3643,1,0.8,"f",2,27,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",741,8.20056279700856,6.60800062529609,3,"DEF"
"704",15395,1096,1,0.25,"f",1,52,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",48,6.99942246750796,3.87120101090789,1,"DEF"
"705",15397,1186,1,1,"f",4,56,"Renault, Nissan or Citroen","Diesel","R24",149,7.07834157955767,5.00394630594546,1,"DEF"
"706",15418,1133,1,1,"d",11,56,"Renault, Nissan or Citroen","Diesel","R24",26,7.03262426102801,3.25809653802148,1,"DEF"
"707",15439,39,1,0.25,"f",11,32,"Renault, Nissan or Citroen","Diesel","R24",96,3.66356164612965,4.56434819146784,2,"DEF"
"708",15461,1182,1,0.1,"f",13,56,"Renault, Nissan or Citroen","Diesel","R24",149,7.07496319796604,5.00394630594546,1,"DEF"
"709",15473,1089,1,0.58,"j",12,29,"Renault, Nissan or Citroen","Regular","R24",18,6.99301512293296,2.89037175789616,3,"other"
"710",15487,5,1,0.57,"g",0,53,"Renault, Nissan or Citroen","Regular","R24",44,1.6094379124341,3.78418963391826,1,"GH"
"804",17060,8331,1,0.2,"f",10,25,"Renault, Nissan or Citroen","Regular","R24",115,9.02773877597491,4.74493212836325,4,"DEF"
"816",17409,1106,1,1,"h",11,41,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",405,7.00850518208228,6.00388706710654,2,"GH"
"817",17420,1583,1,0.02,"g",12,47,"Renault, Nissan or Citroen","Diesel","R24",49,7.36707705988101,3.89182029811063,2,"GH"
"818",17441,56,1,1,"f",7,52,"Renault, Nissan or Citroen","Diesel","R24",1313,4.02535169073515,7.1800698743028,1,"DEF"
"819",17454,553,1,1,"i",6,37,"Opel, General Motors or Ford","Diesel","R24",405,6.31535800152233,6.00388706710654,2,"other"
"820",17457,1122,1,1,"f",3,38,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",405,7.02286808608264,6.00388706710654,2,"DEF"
"821",17458,1144,1,1,"j",13,52,"Japanese (except Nissan) or Korean","Diesel","R24",13,7.04228617193974,2.56494935746154,1,"other"
"822",17490,939,1,0.34,"d",9,42,"Renault, Nissan or Citroen","Regular","R24",1054,6.84481547920826,6.96034772910131,2,"DEF"
"823",17527,4896,1,1,"e",1,28,"Renault, Nissan or Citroen","Regular","R24",405,8.49617382419216,6.00388706710654,3,"DEF"
"824",17558,1124,1,1,"f",7,53,"Renault, Nissan or Citroen","Diesel","R24",405,7.02464903045364,6.00388706710654,1,"DEF"
"825",17598,1180,1,0.17,"f",9,30,"Renault, Nissan or Citroen","Regular","R24",49,7.07326971745971,3.89182029811063,2,"DEF"
"826",17601,4242,1,0.46,"g",16,52,"Renault, Nissan or Citroen","Diesel","R24",17,8.35279013512463,2.83321334405622,1,"GH"
"827",17609,1138,1,0.07,"g",11,23,"Renault, Nissan or Citroen","Diesel","R24",44,7.03702761468628,3.78418963391826,4,"GH"
"828",17630,1894,1,1,"j",10,46,"Opel, General Motors or Ford","Diesel","R24",88,7.54644627374602,4.47733681447821,2,"other"
"829",17637,467,1,0.7,"i",7,38,"Japanese (except Nissan) or Korean","Diesel","R24",57,6.1463292576689,4.04305126783455,2,"other"
"830",17676,190,1,1,"j",2,60,"Volkswagen, Audi, Skoda or Seat","Regular","R24",12,5.24702407216049,2.484906649788,1,"other"
"831",17706,2306,1,0.1,"f",9,21,"Renault, Nissan or Citroen","Diesel","R24",10,7.743269700829,2.30258509299405,4,"DEF"
"832",17739,84,1,0.82,"e",17,21,"Renault, Nissan or Citroen","Regular","R24",13,4.43081679884331,2.56494935746154,4,"DEF"
"833",17751,1317,1,0.4,"g",4,22,"Fiat","Diesel","R24",405,7.18311170174328,6.00388706710654,4,"GH"
"834",17762,70,1,1,"j",9,37,"Japanese (except Nissan) or Korean","Diesel","R24",13,4.24849524204936,2.56494935746154,2,"other"
"835",17770,1144,1,1,"g",6,49,"Renault, Nissan or Citroen","Regular","R24",405,7.04228617193974,6.00388706710654,2,"GH"
